name,artist,lyrics,language,phonemes
"Let’s Go Dancin’ (Ooh La, La, La)",Kool & the Gang,"Let’s Go Dancin’ (Ooh La, La, La) LyricsOoh la la la, let's go dancin'
Ooh la la la, reggae dancin'
Ooh la la la, let's go dancin'
Ooh la la la, reggae dancin'

I went down to the park
Everything was dark, oh yeah
All of a sudden on came the lights
And everything was feelin' right

The people started dancin'
They call me over to join in
They said, ""JT don't you feel good man?
Come on and join the reggae jam""
I heard them singin'

Ooh la la la, let's go dancin'
Ooh la la la, let's go reggae dancin'
Ooh la la la, let's go dancin'
Ooh la la la, reggae dancin'

I wanna get to know you
Come on, let's reggae down, oh yeah
Get better acquainted
So that everything will be fine, hey baby
Hey baby, what's your name?
Is it a missis or is it miss, eh?
If you're by yourself, I'd like to take you for a ride
We could check the scene and we can reggae down
And we'll be singing

Ooh la la la, let's go dancin'
Ooh la la la, we are reggae dancin'
Ooh la la la, let's go dancin'
Ooh la la la, reggae dancin'

Ooh la la la, ooh, let's go dancin'
Get your dancin' shoes, get your dancin' shoes
Reggae dancin'
Ooh la la la, ooh, let's go dancin'
Go get your dancin' shoes, get your dancin' shoes
Reggae dancin'

It's a special occasion, such a happy occasion
It's a special occasion, such a happy occasion
It's a special occasion, such a happy occasion
...Embed",en,"uw| laa| laa| laa| lehts| gow| daen|saxn| 
uw| laa| laa| laa| reh|gey| daen|saxn| 
uw| laa| laa| laa| lehts| gow| daen|saxn| 
uw| laa| laa| laa| reh|gey| daen|saxn| 
ay| wehnt| dawn| tax| dhax| paark| 
eh|vriy|thihng| waaz| daark| ow| yae| 
aol| ahv| ax| sah|daxn| axn| keym| dhax| layts| 
aend| eh|vriy|thihng| waaz| fiy|laxn| rayt| 
dhax| piy|paxl| staar|taxd| daen|saxn| 
dhey| kaol| miy| ow|ver| tax| jhoyn| ihn| 
dhey| sehd| jhey| tiy| downt| yuw| fiyl| guhd| maen| 
kahm| aan| aend| jhoyn| dhax| reh|gey| jhaem| 
ay| hherd| dhehm| sihng|axn| 
uw| laa| laa| laa| lehts| gow| daen|saxn| 
uw| laa| laa| laa| lehts| gow| reh|gey| daen|saxn| 
uw| laa| laa| laa| lehts| gow| daen|saxn| 
uw| laa| laa| laa| reh|gey| daen|saxn| 
ay| waa|nax| geht| tax| now| yuw| 
kahm| aan| lehts| reh|gey| dawn| ow| yae| 
geht| beh|ter| ax|kweyn|taxd| 
sow| dhaet| eh|vriy|thihng| wihl| biy| fayn| hhey| bey|biy| 
hhey| bey|biy| wahts| yaor| neym| 
ihz| iht| ax| max|saxs| aor| ihz| iht| mihs| eh| 
ihf| yuwr| bay| yer|sehlf| ayd| layk| tax| teyk| yuw| faor| ax| rayd| 
wiy| kuhd| chehk| dhax| siyn| aend| wiy| kaen| reh|gey| dawn| 
aend| wiyl| biy| sihng|axng| 
uw| laa| laa| laa| lehts| gow| daen|saxn| 
uw| laa| laa| laa| wiy| aar| reh|gey| daen|saxn| 
uw| laa| laa| laa| lehts| gow| daen|saxn| 
uw| laa| laa| laa| reh|gey| daen|saxn| 
uw| laa| laa| laa| uw| lehts| gow| daen|saxn| 
geht| yaor| daen|sihn| shuwz| geht| yaor| daen|saxn| shuwz| 
reh|gey| daen|saxn| 
uw| laa| laa| laa| uw| lehts| gow| daen|saxn| 
gow| geht| yaor| daen|sihn| shuwz| geht| yaor| daen|saxn| shuwz| 
reh|gey| daen|saxn| 
ihts| ax| speh|shaxl| ax|key|zhaxn| sahch| ax| hhae|piy| ax|key|zhaxn| 
ihts| ax| speh|shaxl| ax|key|zhaxn| sahch| ax| hhae|piy| ax|key|zhaxn| 
ihts| ax| speh|shaxl| ax|key|zhaxn| sahch| ax| hhae|piy| ax|key|zhaxn| "
Listen to What the Man Said,Paul McCartney & Wings,"Listen to What the Man Said Lyrics[Spoken Intro]
All right, okay, he-he-he-heh
Very good to see you down in New Orleans, man
Yeah, here it is, yeah, yeah

[Verse 1]
Any time, any day
You can hear the people say that love is blind
Well, I don't know, but I say love is kind

Du-du-du...

[Verse 2]
Soldier boy kisses girl
Leaves behind a tragic world
But he won't mind
He's in love and he says love is fine

Duh duh duh duh
Uh duh duh duh duh
Duh duh duh

[Chorus]
Oh yes, indeed we know
That people will find a way to go
No matter what the man said
And love is fine for all we know
For all we know, our love will grow
That's what the man said
So won't you listen to what the man said?
He said
(Doo doo doo, doo doo doo doo doo)
Ah, take it away!

[Saxophone Solo]

[Chorus]
Oh - yes, indeed we know
That people will find a way to go
No matter what the man said
And love is fine for all we know
For all we know, our love will grow
That's what the man said
So won't you listen to what the man said
He said

Oh - yes, indeed we know
That people will find a way to go
No matter what the man said
And love is fine for all we know
For all we know, our love will grow
That's what the man said
So won't you listen to what the man said
He said

[Outro]
The wonder of it all baby
The wonder of it all baby
The wonder of it all baby
Yeah, yeah, yeah1Embed",en,"aol| rayt| ow|key| hhiy| hhiy| hhiy| hheh| 
veh|riy| guhd| tax| siy| yuw| dawn| ihn| nuw| aor|liy|axnz| maen| 
yae| hhihr| iht| ihz| yae| yae| 
ax|niy| taym| ax|niy| dey| 
yuw| kaen| hhihr| dhax| piy|paxl| sey| dhaet| lahv| ihz| blaynd| 
wehl| ay| downt| now| baht| ay| sey| lahv| ihz| kaynd| 
duw| duw| duw| 
sowl|jher| boy| kih|saxz| gerl| 
liyvz| bax|hhaynd| ax| trae|jhaxk| werld| 
baht| hhiy| wownt| maynd| 
hhiyz| ihn| lahv| aend| hhiy| sehz| lahv| ihz| fayn| 
dah| dah| dah| dah| 
ah| dah| dah| dah| dah| 
dah| dah| dah| 
ow| yehs| axn|diyd| wiy| now| 
dhaet| piy|paxl| wihl| faynd| ax| wey| tax| gow| 
now| mae|ter| waht| dhax| maen| sehd| 
aend| lahv| ihz| fayn| faor| aol| wiy| now| 
faor| aol| wiy| now| aw|er| lahv| wihl| grow| 
dhaets| waht| dhax| maen| sehd| 
sow| wownt| yuw| lih|saxn| tax| waht| dhax| maen| sehd| 
hhiy| sehd| 
duw| duw| duw| duw| duw| duw| duw| duw| 
aa| teyk| iht| ax|wey| 
ow| yehs| axn|diyd| wiy| now| 
dhaet| piy|paxl| wihl| faynd| ax| wey| tax| gow| 
now| mae|ter| waht| dhax| maen| sehd| 
aend| lahv| ihz| fayn| faor| aol| wiy| now| 
faor| aol| wiy| now| aw|er| lahv| wihl| grow| 
dhaets| waht| dhax| maen| sehd| 
sow| wownt| yuw| lih|saxn| tax| waht| dhax| maen| sehd| 
hhiy| sehd| 
ow| yehs| axn|diyd| wiy| now| 
dhaet| piy|paxl| wihl| faynd| ax| wey| tax| gow| 
now| mae|ter| waht| dhax| maen| sehd| 
aend| lahv| ihz| fayn| faor| aol| wiy| now| 
faor| aol| wiy| now| aw|er| lahv| wihl| grow| 
dhaets| waht| dhax| maen| sehd| 
sow| wownt| yuw| lih|saxn| tax| waht| dhax| maen| sehd| 
hhiy| sehd| 
dhax| wahn|der| axv| iht| aol| bey|biy| 
dhax| wahn|der| axv| iht| aol| bey|biy| 
dhax| wahn|der| axv| iht| aol| bey|biy| 
yae| yae| yae| wahn| "
Give My Life,Army of Lovers,"Give My Life LyricsI give my life
Give my life, give my life, give my life
To be in the book of love
Give my life, give my life, give my life
To gods above

When I go, when I go, when I go
Come see my spirit fly
Give my life, give my life
The night I'm sacrified

I give my life
Give my life, give my life, give my life
To be in the book of love
Give my life, give my life, give my life
To gods above

When I go, when I go, when I go
Come see my spirit fly
Give my life, give my life
The night I'm sacrified

There's a wizard who pampers the virgins
He's collecting a portion of blood
There's a blizzard when drowning the valley
Take the virgins away by the flood
On a mountain the wizard perfecting
He's collecting an ancient perfume
Every tear, every drop of the essence
Breaking hearts in the temple of doom

I give my life
Give my life, give my life, give my life
To be in the book of love
Give my life, give my life, give my life
To gods above

When I go, when I go, when I go
Come see my spirit fly
Give my life, give my life
The night I'm sacrified

I give my life
Give my life, give my life, give my life
To be in the book of love
Give my life, give my life, give my life
To gods above

When I go, when I go, when I go
Come see my spirit fly
Give my life, give my life
The night I'm sacrified
There's a castle the height of construction
There's a pipeline directing the stream
In a chamber a lizard extracting
To the godess a potion of dreams

At the top of the stair hail the axman
And the angels the peak of the scene
Pass the virgins on Army Of Lovers
Looking grand on a video screen

I give my life
Give my life, give my life, give my life
To be in the book of love
Give my life, give my life, give my life
To gods above

When I go, when I go, when I go
Come see my spirit fly
Give my life, give my life
The night I'm sacrified

I give my life
Give my life, give my life, give my life
To be in the book of love
Give my life, give my life, give my life
To gods above
When I go, when I go, when I go
Come see my spirit fly
Give my life, give my life
The night I'm sacrified

I give my life
Give my life, give my life, give my life
To be in the book of love
Give my life, give my life, give my life
To gods above

When I go, when I go, when I go
Come see my spirit fly
Give my life, give my life
The night I'm sacrified

Give my life, give my life
The night I'm sacrifiedEmbed",en,"ay| gihv| may| layf| 
gihv| may| layf| gihv| may| layf| gihv| may| layf| 
tax| biy| ihn| dhax| buhk| ahv| lahv| 
gihv| may| layf| gihv| may| layf| gihv| may| layf| 
tax| gaadz| ax|bahv| 
wehn| ay| gow| wehn| ay| gow| wehn| ay| gow| 
kahm| siy| may| spih|raxt| flay| 
gihv| may| layf| gihv| may| layf| 
dhax| nayt| aym| sae|krax|fayd| 
ay| gihv| may| layf| 
gihv| may| layf| gihv| may| layf| gihv| may| layf| 
tax| biy| ihn| dhax| buhk| ahv| lahv| 
gihv| may| layf| gihv| may| layf| gihv| may| layf| 
tax| gaadz| ax|bahv| 
wehn| ay| gow| wehn| ay| gow| wehn| ay| gow| 
kahm| siy| may| spih|raxt| flay| 
gihv| may| layf| gihv| may| layf| 
dhax| nayt| aym| sae|krax|fayd| 
dherz| ax| wih|zerd| hhuw| paem|perz| dhax| ver|jhaxnz| 
hhiyz| kax|lehk|taxng| ax| paor|shaxn| axv| blahd| 
dherz| ax| blih|zerd| wehn| draw|nihng| dhax| vae|liy| 
teyk| dhax| ver|jhaxnz| ax|wey| bay| dhax| flahd| 
aan| ax| mawn|taxn| dhax| wih|zerd| per|fehk|taxng| 
hhiyz| kax|lehk|taxng| axn| eyn|chaxnt| per|fyuwm| 
ax|ver|iy| tehr| ax|ver|iy| draap| ahv| dhax| eh|saxns| 
brey|kaxng| hhaarts| ihn| dhax| tehm|paxl| axv| duwm| 
ay| gihv| may| layf| 
gihv| may| layf| gihv| may| layf| gihv| may| layf| 
tax| biy| ihn| dhax| buhk| ahv| lahv| 
gihv| may| layf| gihv| may| layf| gihv| may| layf| 
tax| gaadz| ax|bahv| 
wehn| ay| gow| wehn| ay| gow| wehn| ay| gow| 
kahm| siy| may| spih|raxt| flay| 
gihv| may| layf| gihv| may| layf| 
dhax| nayt| aym| sae|krax|fayd| 
ay| gihv| may| layf| 
gihv| may| layf| gihv| may| layf| gihv| may| layf| 
tax| biy| ihn| dhax| buhk| ahv| lahv| 
gihv| may| layf| gihv| may| layf| gihv| may| layf| 
tax| gaadz| ax|bahv| 
wehn| ay| gow| wehn| ay| gow| wehn| ay| gow| 
kahm| siy| may| spih|raxt| flay| 
gihv| may| layf| gihv| may| layf| 
dhax| nayt| aym| sae|krax|fayd| 
dherz| ax| kae|saxl| dhax| hhayt| ahv| kaxn|strahk|shaxn| 
dherz| ax| pay|playn| der|ehk|taxng| dhax| striym| 
ihn| ax| cheym|ber| ax| lih|zerd| ihk|straek|taxng| 
tax| dhax| gow|daxs| ax| pow|shaxn| axv| driymz| 
aet| dhax| taap| ahv| dhax| stehr| hheyl| dhax| aek|smaxn| 
aend| dhax| eyn|jhaxlz| dhax| piyk| ahv| dhax| siyn| 
paes| dhax| ver|jhaxnz| axn| aar|miy| axv| lah|verz| 
luh|kaxng| graend| aan| ax| vih|diy|ow| skriyn| 
ay| gihv| may| layf| 
gihv| may| layf| gihv| may| layf| gihv| may| layf| 
tax| biy| ihn| dhax| buhk| ahv| lahv| 
gihv| may| layf| gihv| may| layf| gihv| may| layf| 
tax| gaadz| ax|bahv| 
wehn| ay| gow| wehn| ay| gow| wehn| ay| gow| 
kahm| siy| may| spih|raxt| flay| 
gihv| may| layf| gihv| may| layf| 
dhax| nayt| aym| sae|krax|fayd| 
ay| gihv| may| layf| 
gihv| may| layf| gihv| may| layf| gihv| may| layf| 
tax| biy| ihn| dhax| buhk| ahv| lahv| 
gihv| may| layf| gihv| may| layf| gihv| may| layf| 
tax| gaadz| ax|bahv| 
wehn| ay| gow| wehn| ay| gow| wehn| ay| gow| 
kahm| siy| may| spih|raxt| flay| 
gihv| may| layf| gihv| may| layf| 
dhax| nayt| aym| sae|krax|fayd| 
ay| gihv| may| layf| 
gihv| may| layf| gihv| may| layf| gihv| may| layf| 
tax| biy| ihn| dhax| buhk| ahv| lahv| 
gihv| may| layf| gihv| may| layf| gihv| may| layf| 
tax| gaadz| ax|bahv| 
wehn| ay| gow| wehn| ay| gow| wehn| ay| gow| 
kahm| siy| may| spih|raxt| flay| 
gihv| may| layf| gihv| may| layf| 
dhax| nayt| aym| sae|krax|fayd| 
gihv| may| layf| gihv| may| layf| 
dhax| nayt| aym| sae|krax|fayd| "
Happy Hour,The Housemartins,"Happy Hour Lyrics[Verse 1]
It's happy hour again
I think I might be happy if I wasn't out with them
And they're happy, it's a lovely place to be
Happy that the fire's real, the barman is a she

[Pre-Chorus 1]
Where the haircuts smile and the meaning of style
Is a night out with the boss
Where you win or you lose, and it's them who choose
And if you don't win, then you've lost

[Chorus]
What a good place to be
Don't believe it
'Cause they speak a different language
And it's never really happened to me (It's happy hour again)
Don't believe it, oh no
'Cause it's never been happy for me (It's happy hour again)
No, woah-oh

[Verse 2]
It's another night out with the boss
Following in footsteps overgrown with moss
And he tells me that women grow on trees
And if you catch them right, they will land upon their knees
[Pre-Chorus 2]
Where they open all their wallets and they close all their minds
And they love to buy you all a drink
And then we ask all the questions, and you take all your clothes off
And go back to the kitchen sink

[Chorus]
What a good place to be
Don't believe it
'Cause they speak a different language
And it's never really happened to me (It's happy hour again)
Don't believe it, oh no
'Cause it's never been happy for me (It's happy hour again)
No, woah-oh, oh

[Chorus]
What a good place to be
Don't believe it
'Cause they speak a different language
And it's never really happened to me
Don't believe it, oh no
'Cause it's never been happy for me (It's happy hour again)

[Outro]
Don't believe it, don't believe it (It's happy hour again)
Don't believe it (It's happy hour again)
And again, and again
(It's happy hour again) and again, and again
(It's happy hour again) and again, and again
It's happy hour again2Embed",en,"ihts| hhae|piy| aw|er| ax|gehn| 
ay| thihngk| ay| mayt| biy| hhae|piy| ihf| ay| waaznt| awt| wihdh| dhehm| 
aend| dher| hhae|piy| ihts| ax| lah|vliy| pleys| tax| biy| 
hhae|piy| dhaet| dhax| fay|erz| riyl| dhax| baar|maxn| ihz| ax| shiy| 
wehr| dhax| hhehr|kahts| smayl| aend| dhax| miy|naxng| axv| stayl| 
ihz| ax| nayt| awt| wihdh| dhax| baas| 
wehr| yuw| wihn| aor| yuw| luwz| aend| ihts| dhehm| hhuw| chuwz| 
aend| ihf| yuw| downt| wihn| dhehn| yuwv| laost| 
waht| ax| guhd| pleys| tax| biy| 
downt| bax|liyv| iht| 
| kaaz| dhey| spiyk| ax| dih|fer|axnt| laeng|gwaxjh| 
aend| ihts| neh|ver| rih|liy| hhae|paxnd| tax| miy| ihts| hhae|piy| aw|er| ax|gehn| 
downt| bax|liyv| iht| ow| now| 
| kaaz| ihts| neh|ver| bihn| hhae|piy| faor| miy| ihts| hhae|piy| aw|er| ax|gehn| 
now| wow| ow| 
ihts| ax|nah|dher| nayt| awt| wihdh| dhax| baas| 
faa|low|ihng| axn| fuht|stehps| ow|ver|grown| wihdh| maos| 
aend| hhiy| tehlz| miy| dhaet| wih|maxn| grow| aan| triyz| 
aend| ihf| yuw| kaech| dhehm| rayt| dhey| wihl| laend| ax|paan| dhehr| niyz| 
wehr| dhey| ow|paxn| aol| dhehr| wao|laxts| aend| dhey| klows| aol| dhehr| mayndz| 
aend| dhey| lahv| tax| bay| yuw| aol| ax| drihngk| 
aend| dhehn| wiy| aesk| aol| dhax| kwehs|chaxnz| aend| yuw| teyk| aol| yaor| klowdhz| aof| 
aend| gow| baek| tax| dhax| kih|chaxn| sihngk| 
waht| ax| guhd| pleys| tax| biy| 
downt| bax|liyv| iht| 
| kaaz| dhey| spiyk| ax| dih|fer|axnt| laeng|gwaxjh| 
aend| ihts| neh|ver| rih|liy| hhae|paxnd| tax| miy| ihts| hhae|piy| aw|er| ax|gehn| 
downt| bax|liyv| iht| ow| now| 
| kaaz| ihts| neh|ver| bihn| hhae|piy| faor| miy| ihts| hhae|piy| aw|er| ax|gehn| 
now| wow| ow| ow| 
waht| ax| guhd| pleys| tax| biy| 
downt| bax|liyv| iht| 
| kaaz| dhey| spiyk| ax| dih|fer|axnt| laeng|gwaxjh| 
aend| ihts| neh|ver| rih|liy| hhae|paxnd| tax| miy| 
downt| bax|liyv| iht| ow| now| 
| kaaz| ihts| neh|ver| bihn| hhae|piy| faor| miy| ihts| hhae|piy| aw|er| ax|gehn| 
downt| bax|liyv| iht| downt| bax|liyv| iht| ihts| hhae|piy| aw|er| ax|gehn| 
downt| bax|liyv| iht| ihts| hhae|piy| aw|er| ax|gehn| 
aend| ax|gehn| aend| ax|gehn| 
ihts| hhae|piy| aw|er| ax|gehn| aend| ax|gehn| aend| ax|gehn| 
ihts| hhae|piy| aw|er| ax|gehn| aend| ax|gehn| aend| ax|gehn| 
ihts| hhae|piy| aw|er| ax|gehn| tuw| "
Faded,Alan Walker,"Faded Lyrics[Verse 1]
You were the shadow to my light
Did you feel us?
Another star, you fade away
Afraid our aim is out of sight
Wanna see us alight

[Pre-Chorus 1]
Where are you now?
Where are you now?
Where are you now?
Was it all in my fantasy?
Where are you now?
Were you only imaginary?

[Chorus]
Where are you now?
Atlantis, under the sea, under the sea
Where are you now? Another dream
The monster's running wild inside of me
I'm faded, I'm faded
So lost, I'm faded, I'm faded
So lost, I'm faded

[Verse 2]
These shallow waters never met what I needed
I'm letting go, a deeper dive
Eternal silence of the sea
I'm breathing, alive
[Pre-Chorus 2]
Where are you now?
Where are you now?
Under the bright but faded lights
You set my heart on fire
Where are you now?
Where are you now?

[Chorus]
Where are you now?
Atlantis, under the sea, under the sea
Where are you now? Another dream
The monster's running wild inside of me
I'm faded, I'm faded
So lost, I'm faded, I'm faded
So lost, I'm faded113Embed",en,"yuw| wer| dhax| shae|dow| tax| may| layt| 
dihd| yuw| fiyl| ahs| 
ax|nah|dher| staar| yuw| feyd| ax|wey| 
ax|freyd| aw|er| eym| ihz| awt| ahv| sayt| 
waa|nax| siy| ahs| ax|layt| 
wehr| aar| yuw| naw| 
wehr| aar| yuw| naw| 
wehr| aar| yuw| naw| 
waaz| iht| aol| ihn| may| faen|tax|siy| 
wehr| aar| yuw| naw| 
wer| yuw| own|liy| ih|mae|jhax|neh|riy| 
wehr| aar| yuw| naw| 
axt|laen|taxs| ahn|der| dhax| siy| ahn|der| dhax| siy| 
wehr| aar| yuw| naw| ax|nah|dher| driym| 
dhax| maan|sterz| rah|naxng| wayld| axn|sayd| ahv| miy| 
aym| fey|daxd| aym| fey|daxd| 
sow| laost| aym| fey|daxd| aym| fey|daxd| 
sow| laost| aym| fey|daxd| 
dhiyz| shae|low| wao|terz| neh|ver| meht| waht| ay| niy|daxd| 
aym| leh|taxng| gow| ax| diy|per| dayv| 
ax|ter|naxl| say|laxns| ahv| dhax| siy| 
aym| briy|dhaxng| ax|layv| 
wehr| aar| yuw| naw| 
wehr| aar| yuw| naw| 
ahn|der| dhax| brayt| baht| fey|daxd| layts| 
yuw| seht| may| hhaart| aan| fay|er| 
wehr| aar| yuw| naw| 
wehr| aar| yuw| naw| 
wehr| aar| yuw| naw| 
axt|laen|taxs| ahn|der| dhax| siy| ahn|der| dhax| siy| 
wehr| aar| yuw| naw| ax|nah|dher| driym| 
dhax| maan|sterz| rah|naxng| wayld| axn|sayd| ahv| miy| 
aym| fey|daxd| aym| fey|daxd| 
sow| laost| aym| fey|daxd| aym| fey|daxd| 
sow| laost| aym| fey|daxd| wahn| wahn| thriy| "
The Lion Sleeps Tonight,Tight Fit,"The Lion Sleeps Tonight LyricsWee-ooh wim-o-weh. Wee-ooh wim-o-weh
Wim-o-weh o-wim-o-weh o-wim-o-weh o-wim-o-weh
O-wim-o-weh o-wim-o-weh o-wim-weh
Wim-o-weh o-wim-o-weh o-wim-o-weh o-wim-o-weh
O-wim-o-weh o-wim-o-weh o-wim-weh

In the jungle, the mighty jungle, the lion sleeps tonight
In the jungle, the quiet jungle, the lion sleeps tonight

Wee-ooh wim-o-weh
Wim-o-weh o-wim-o-weh o-wim-o-weh o-wim-o-weh
O-wim-o-weh o-wim-o-weh o-wim-weh
Wim-o-weh o-wim-o-weh o-wim-o-weh o-wim-o-weh
O-wim-o-weh o-wim-o-weh o-wim-weh

Near the village, the peaceful village, the lion sleeps tonight
Near the village, the quiet village, the lion sleeps tonight

Wee-ooh wim-o-weh. Wim-o-weh o-wim-o-weh o-wim-o-weh
O-wim-o-weh o-wim-o-weh o-wim-o-weh o-wim-weh
Wim-o-weh o-wim-o-weh o-wim-o-weh o-wim-o-weh
O-wim-o-weh o-wim-o-weh o-wim-weh

Hush, my darling, don't fear, my darling, the lion sleeps tonight
Hush, my darling, don't fear, my darling, the lion sleeps tonight
Whuh whuh whuh wim-o-weh. Wee-ooh wim-o-weh wee-ooh
Wim-o-weh wee-ooh wim-o-weh............
.Embed",en,"wiy| uw| wihm| ow| weh| wiy| uw| wihm| ow| weh| 
wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| ow| weh| 
ow| wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| weh| 
wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| ow| weh| 
ow| wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| weh| 
ihn| dhax| jhahng|gaxl| dhax| may|tiy| jhahng|gaxl| dhax| lay|axn| sliyps| tax|nayt| 
ihn| dhax| jhahng|gaxl| dhax| kway|axt| jhahng|gaxl| dhax| lay|axn| sliyps| tax|nayt| 
wiy| uw| wihm| ow| weh| 
wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| ow| weh| 
ow| wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| weh| 
wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| ow| weh| 
ow| wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| weh| 
nihr| dhax| vih|laxjh| dhax| piy|sfaxl| vih|laxjh| dhax| lay|axn| sliyps| tax|nayt| 
nihr| dhax| vih|laxjh| dhax| kway|axt| vih|laxjh| dhax| lay|axn| sliyps| tax|nayt| 
wiy| uw| wihm| ow| weh| wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| ow| weh| 
ow| wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| weh| 
wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| ow| weh| 
ow| wihm| ow| weh| ow| wihm| ow| weh| ow| wihm| weh| 
hhahsh| may| daar|laxng| downt| fihr| may| daar|laxng| dhax| lay|axn| sliyps| tax|nayt| 
hhahsh| may| daar|laxng| downt| fihr| may| daar|laxng| dhax| lay|axn| sliyps| tax|nayt| 
wah| wah| wah| wihm| ow| weh| wiy| uw| wihm| ow| weh| wiy| uw| 
wihm| ow| weh| wiy| uw| wihm| ow| weh| "
